,Artist,Title,Days,T10,Pk,x,PkStreams,Total
13079,The Japanese House,Somebody you found,1,199,2430,,2430,
13080,Wowkie Da,大春聯1之恭喜恭喜,1,167,2428,,2428,
13081,Passion Pit,Lifted Up (1985),1,139,2427,,2427,
13082,SpeXial,貼身,1,104,2426,,2426,
13083,Dean Alexander,Life Ain't Fair,2,193,1356,,2426,
13084,Nashville Cast,You're A Mean One Mr. Grinch,1,200,2424,,2424,
13085,Steve Chou,我愛神話,1,45,2424,,2424,
13086,Lukas Graham,Don't You Worry 'Bout Me,1,136,2424,,2424,
13087,The White Stripes,City Lights,1,159,2423,,2423,
13088,Melissa Steel,Kisses For Breakfast,1,42,2422,,2422,
13089,Jack Johnson,Washing Dishes,1,180,2421,,2421,
13090,Imagine Dragons,Polaroid,1,58,2421,,2421,
13091,Coldplay,Another's Arms,1,47,2420,,2420,
13092,Z,Chen,1,172,2420,,2420,
13093,Led Zeppelin,What Is And What Should Never Be,1,154,2418,,2418,
13094,San E,Do It For Fun,1,146,2418,,2418,
13095,Ronald Cheng,你的眼睛背叛了你的心,1,163,2417,,2417,
13096,Jam Hsiao,好想對你說,1,191,2416,,2416,
13097,Joey Yung,明天愛誰,1,193,2415,,2415,
13098,Radiohead,Fake Plastic Trees,1,189,2414,,2414,
13099,Landy Wen,愛回溫,1,164,2414,,2414,
13100,SEVENTEEN,Pretty U,1,153,2412,,2412,
13101,Puss N Boots,"Jesus, Etc.",1,43,2412,,2412,
13102,Newton Faulkner,Teardrop,1,67,2411,,2411,
13103,Bloc Party,Stunt Queen,1,145,2410,,2410,
13104,gnash,"i hate u, i love u",1,153,2410,,2410,
13105,AKMU,Green Window,1,156,2409,,2409,
13106,Summer Lei,那些時代的風景,1,98,2408,,2408,
13107,YESUNG,문 열어봐 Here I am,1,151,2408,,2408,
13108,Kendrick Lamar,Wesley's Theory,2,107,1321,,2407,
13109,Jolin Tsai,我的依賴,1,187,2406,,2406,
13110,Jimmy Eat World,You With Me,1,166,2404,,2404,
13111,Ramin Djawadi,Main Titles,1,156,2402,,2402,
13112,BLACKPINK,BOOMBAYAH,1,200,2401,,2401,
13113,D'Angelo,Really Love,1,126,2401,,2401,
13114,Steve Aoki,Bring The Funk Back,1,162,2401,,2401,
13115,Avicii,Pure Grinding,1,141,2401,,2401,
13116,Lost Frequencies,All Or Nothing,1,169,2399,,2399,
13117,Ty Dolla $ign,Campaign,1,161,2397,,2397,
13118,Mumford & Sons,Cold Arms,1,73,2396,,2396,
13119,Dan + Shay,Obsessed,1,163,2396,,2396,
13120,Namewee,Cry Father,1,140,2395,,2395,
13121,Daughter,The End,1,153,2395,,2395,
13122,荒山亮,就是我,1,183,2395,,2395,
13123,Rihanna,Take A Bow,1,144,2395,,2395,
13124,Jolin Tsai,獨佔神話,1,147,2394,,2394,
13125,Third Eye Blind,Cop vs. Phone Girl,1,164,2394,,2394,
13126,J.Sheon,呼吸,1,197,2393,,2393,
13127,sodagreen,當我們一起走過,2,101,1357,,2393,
13128,鄒翰昇,不快樂,1,163,2392,,2392,
13129,David Bowie,Dollar Days,1,137,2391,,2391,
13130,Zeds Dead,Blame,1,162,2390,,2390,
13131,Jack Garratt,Worry,1,127,2387,,2387,
13132,林建予,不爽忘記你,1,175,2386,,2386,
13133,Wham!,Wake Me up Before You Go,1,186,2384,,2384,
13134,Cyndi Wang,原來這才是真的你,1,126,2384,,2384,
13135,Josh Groban,Angels We Have Heard on High,2,156,1286,,2384,
13136,Anna Kendrick,Cups,2,176,1230,,2382,
13137,The Beatles,Something,1,166,2379,,2379,
13138,Eve Ai,晃,1,48,2379,,2379,
13139,5566,守候,1,155,2379,,2379,
13140,Madeleine Peyroux,Don't Wait Too Long,1,53,2379,,2379,
13141,Penny Tai,親愛的再見,1,160,2378,,2378,
13142,Eve Ai,帶我去一個陽光普照的島嶼,1,167,2377,,2377,
13143,Leona Lewis,Fire Under My Feet,1,83,2375,,2375,
13144,Armin van Buuren,Dominator,1,180,2373,,2373,
13145,Avenged Sevenfold,The Stage,1,167,2372,,2372,
13146,Madonna,Like a Prayer,2,151,1332,,2372,
13147,Showtek,Swipe,1,150,2372,,2372,
13148,311,Love Song,1,69,2372,,2372,
13149,Sia,Space Between,1,169,2370,,2370,
13150,Thomas Rhett,Craving You,1,198,2369,,2369,
13151,David Bowie,China Girl,1,162,2369,,2369,
13152,Ronghao Li,藍綠,2,99,1226,,2368,
13153,ONEW,밤과 별의 노래 Starry Night,1,164,2367,,2367,
13154,Alexi Murdoch,Through The Dark,2,171,1251,,2367,
13155,Anna Nalick,Breathe (2 AM),1,73,2366,,2366,
13156,Niko Sun,總是那麼傻,1,162,2365,,2365,
13157,熊天平,愚人碼頭,1,167,2364,,2364,
13158,Deorro,Bailar,1,158,2363,,2363,
13159,JONGHYUN,White T,1,165,2362,,2362,
13160,The Hotpantz,Nowhereland [type B],1,195,2362,,2362,
13161,Vintage Culture,Wild Kidz,1,159,2362,,2362,
13162,The Script,"Never Seen Anything ""Quite Like You""",2,81,1349,,2362,
13163,GONG,懂我說的吧,1,168,2361,,2361,
13164,Puss N Boots,Always,1,45,2361,,2361,
13165,Jeff Chang,流淚手心,1,154,2361,,2361,
13166,Frank Ocean,Forrest Gump,1,154,2360,,2360,
13167,Late Night Alumni,Love Song,1,193,2360,,2360,
13168,Empire Of The Sun,Walking On A Dream,1,163,2359,,2359,
13169,My Life As Ali Thomas,"Only Reason (From ""The Moment"")",1,200,2359,,2359,
13170,Mike Lee,,1,198,2358,,2358,
13171,Miu Chu,女神,1,139,2358,,2358,
13172,Megan Davies,Summertime Sadness (Acoustic Cover) Feat. Keelan Donovan,1,116,2357,,2357,
13173,Stefanie Sun,当冬夜渐暖,1,158,2356,,2356,
13174,Kacey Musgraves,High Time,1,165,2356,,2356,
13175,Zion.T,Complex,1,168,2356,,2356,
13176,Andy Lau,恭喜發財2016,1,96,2354,,2354,
13177,Kelly Yu,悄悄話,1,51,2354,,2354,
13178,sodagreen,說了再見以後,2,102,1350,,2353,
13179,Julia Peng,留不住的故事,1,194,2352,,2352,
13180,Feist,Pleasure,1,196,2351,,2351,
13181,Tory Lanez,Diego,1,160,2351,,2351,
13182,deadmau5,Let Go,1,171,2351,,2351,
13183,NCT DREAM,Trigger the fever (The Official Song of the FIFA U,1,197,2351,,2351,
13184,PSY,I Remember You ft. Zion.T,1,135,2351,,2351,
13185,Bloc Party,Virtue,1,142,2348,,2348,
13186,Chris Yu,一天一萬年,1,160,2346,,2346,
13187,Steve Wong,喜歡你,1,123,2344,,2344,
13188,MAN WITH A MISSION,Followers,1,110,2344,,2344,
13189,Jamie Lawson,Can't See Straight,1,198,2344,,2344,
13190,Jack Garratt,Weathered,1,123,2343,,2343,
13191,R. Kelly,Marching Band,1,141,2342,,2342,
13192,Bon Iver,22 (OVER S∞∞N),1,138,2342,,2342,
13193,Penny Tai,純屬意外,1,188,2340,,2340,
13194,Kelly Clarkson,Let Your Tears Fall,1,65,2339,,2339,
13195,Tablo,Hood,1,116,2339,,2339,
13196,Coldplay,Oceans,1,49,2339,,2339,
13197,Ta,ku,1,172,2337,,2337,
13198,Dua Lipa,Room For 2,1,168,2336,,2336,
13199,Selina,時間會做的事,2,130,1335,,2336,
13200,SpeXial,迷失 in U,1,116,2333,,2333,
13201,Vance Joy,Play With Fire,1,101,2332,,2332,
13202,Puss N Boots,GTO,1,47,2330,,2330,
13203,YOUYA,Eternal now,1,135,2327,,2327,
13204,Jesse McCartney,Beautiful Soul,1,197,2326,,2326,
13205,Cosmic Gate,Edge of Life,1,186,2325,,2325,
13206,Faye Wong,蝴蝶,1,152,2325,,2325,
13207,張善為,大聲說愛你,1,162,2324,,2324,
13208,A Si,我愚蠢的理想主義,1,169,2324,,2324,
13209,Brooke Candy,Living Out Loud,1,198,2324,,2324,
13210,Dizzy Dizzo,Say You Love Me,1,31,2322,,2322,
13211,Jasmine Thompson,Love Yourself,1,124,2321,,2321,
13212,Kelly Yu,分手那天,1,53,2319,,2319,
13213,Jack & Jack,Beg,1,192,2318,,2318,
13214,David Bowie,Starman,1,171,2318,,2318,
13215,Passenger,Everything,1,125,2316,,2316,
13216,SEVENTEEN,BEAUTIFUL,1,184,2315,,2315,
13217,SHINee,君のせいで,1,172,2315,,2315,
13218,Dan + Shay,Can't Say No,1,188,2315,,2315,
13219,Summer Lei,藍圖,1,106,2314,,2314,
13220,Gabrielle Aplin,Miss You,1,193,2313,,2313,
13221,Girls' Generation,Only One,1,182,2313,,2313,
13222,Sigala,Only One,1,199,2311,,2311,
13223,Rachael Yamagata,Let Me Be Your Girl,1,161,2309,,2309,
13224,Craig Gallagher,Stay,1,185,2308,,2308,
13225,Tori Amos,Flicker,1,162,2307,,2307,
13226,All Saints,One Woman Man,1,152,2305,,2305,
13227,SEKAI NO OWARI,ANTI,1,154,2305,,2305,
13228,陳奕雯,新年發,1,181,2303,,2303,
13229,Norah Jones,Tragedy,1,173,2302,,2302,
13230,John Dahlbäck,Where You Are,1,177,2301,,2301,
13231,管罄,我是白色的,1,191,2301,,2301,
13232,GSoul,Smooth Operator,1,134,2297,,2297,
13233,Drake,Skepta Interlude,1,192,2296,,2296,
13234,Dimitri Vegas & Like Mike,Melody,1,157,2296,,2296,
13235,Penny Tai,Ni Yao De Ai,1,127,2296,,2296,
13236,趙泳鑫,Get out,1,179,2295,,2295,
13237,ZICO,It Was Love,1,157,2295,,2295,
13238,One Direction,Night Changes,2,101,1199,,2294,
13239,李昶俊,Beatbox的那個,1,174,2293,,2293,
13240,Amber Kuo,I Need You,1,128,2293,,2293,
13241,Katy Tiz,Whistle (While You Work It),1,110,2292,,2292,
13242,Rob Thomas,A New York Christmas,2,168,1194,,2292,
13243,Andrew Lloyd Webber,Think of Me,1,41,2291,,2291,
13244,Dirty Heads,Vacation,1,196,2291,,2291,
13245,Bii,迷路,1,164,2290,,2290,
13246,Mumford & Sons,Ditmas,1,80,2289,,2289,
13247,Fifth Harmony,I Lied,1,142,2289,,2289,
13248,Imagine Dragons,Friction,1,66,2286,,2286,
13249,Valen Hsu,恆星,1,163,2286,,2286,
13250,紀佳松,同一個遺憾,1,158,2280,,2280,
13251,Sammi Cheng,美麗的誤會,1,182,2280,,2280,
13252,Jam Hsiao,會痛的石頭,1,156,2279,,2279,
13253,Biffy Clyro,The Captain,1,173,2274,,2274,
13254,Menace Beach,Suck it Out,1,196,2273,,2273,
13255,Kaiser Chiefs,Parachute,1,181,2273,,2273,
13256,Ludacris,Good Lovin,2,142,1153,,2272,
13257,Jessica,Falling Crazy In Love,1,182,2272,,2272,
13258,Dalshabet,SOMEONE LIKE U,1,157,2271,,2271,
13259,Adrian Fu,"Good Morning, Hard City",1,88,2271,,2271,
13260,Anderson .Paak,Room in Here,1,151,2269,,2269,
13261,Panic! At The Disco,Victorious,1,140,2267,,2267,
13262,李唯楓,捨不得,1,136,2266,,2266,
13263,Macy Gray,Annabelle,1,158,2266,,2266,
13264,Nicky Romero,Novell,1,170,2265,,2265,
13265,徐菲,芒果布丁,1,168,2265,,2265,
13266,Agnes Obel,Stretch Your Eyes,1,178,2265,,2265,
13267,Jerry Yan,在KTV說愛你,1,181,2264,,2264,
13268,David Gray,The One I Love,1,73,2261,,2261,
13269,AJ Chang,螢火蟲,1,136,2260,,2260,
13270,Cheer Chen,狂戀,1,194,2260,,2260,
13271,Julia Peng,那一夜你喝了酒,1,169,2259,,2259,
13272,Dirty South,Just Dream,1,168,2259,,2259,
13273,Mavis Fan,眼淚,1,178,2258,,2258,
13274,自由發揮,打電影,1,127,2257,,2257,
13275,Olly Murs,Beautiful to Me,1,65,2257,,2257,
13276,Navi,Draw a love,1,166,2255,,2255,
13277,The Shadowboxers,Build The Beat,1,175,2254,,2254,
13278,Pitbull,Superstar,1,176,2254,,2254,
13279,Perfume,FLASH,1,160,2253,,2253,
13280,Mumford & Sons,Only Love,1,83,2252,,2252,
13281,Drake,Glow,1,198,2248,,2248,
13282,Felix Jaehn,Bonfire,1,164,2248,,2248,
13283,Ludwig van Beethoven,"Symphony No. 2 In D Major, Op. 36: III. Allegro",1,171,2247,,2247,
13284,Of Monsters and Men,Wolves Without Teeth,1,94,2246,,2246,
13285,Chris and Thomas,Incarnation Song,2,109,1125,,2245,
13286,Disciples,No Worries,1,165,2245,,2245,
13287,Death Cab for Cutie,The Ghosts Of Beverly Drive,1,66,2244,,2244,
13288,Miike Snow,My Trigger,1,135,2243,,2243,
13289,Cheer Chen,告訴我 (Live 版),1,193,2242,,2242,
13290,Faye Wong,天空,1,182,2241,,2241,
13291,CHTHONIC,暮沈武德殿,1,135,2241,,2241,
13292,Imagine Dragons,Levitate,1,189,2240,,2240,
13293,Martin Garrix,Bouncybob,1,162,2239,,2239,
13294,Sak Noel,Trumpets,1,172,2238,,2238,
13295,Andrew Tan,不习惯喊痛,1,172,2237,,2237,
13296,Elva Hsiao,劫後餘生,1,45,2236,,2236,
13297,Jacky Cheung,我真的受傷了,1,158,2235,,2235,
13298,Mighty Mark,F Trump,1,191,2234,,2234,
13299,JJ Lin,不潮不用花錢,1,154,2233,,2233,
13300,Kylie Minogue,It's The Most Wonderful Time Of The Year,1,185,2231,,2231,
13301,The Knocks,Love Me Like That,1,136,2231,,2231,
13302,Jam Hsiao,原諒我 (洛克先生Live版),1,176,2230,,2230,
13303,王野,夜夜夜夜,1,166,2228,,2228,
13304,Korn,Insane,1,172,2228,,2228,
13305,You Me At Six,Plus One,1,181,2227,,2227,
13306,Kid Ink,Hotel,2,113,1184,,2227,
13307,David Tao,太美麗,1,136,2225,,2225,
13308,Jasmine Sokko,1057,1,182,2224,,2224,
13309,Empire Cast,I Am Who I Am,1,183,2223,,2223,
13310,Jagwar Ma,Falling,1,162,2221,,2221,
13311,Lukas Graham,You're Not There,1,138,2220,,2220,
13312,Beta Radio,On the Frame,1,132,2218,,2218,
13313,The Bright Lights,Only You,1,159,2217,,2217,
13314,Demi Lovato,Let It Go,2,160,1137,,2217,
13315,Dave Matthews Band,Crash into Me,1,75,2216,,2216,
13316,Nick Chung,新年来团聚,1,188,2216,,2216,
13317,Karen Mok,他不愛我,1,167,2212,,2212,
13318,Armin van Buuren,Again (ASOT 765) [Trending Track],1,160,2212,,2212,
13319,Rae Sremmurd,Throw Sum Mo,2,139,1142,,2212,
13320,Paul Oakenfold,Venus (Hypnotic),1,160,2212,,2212,
13321,FTISLAND,YOU DON'T KNOW WHO I AM,1,160,2211,,2211,
13322,Kanye West,Stronger,1,180,2211,,2211,
13323,Thundamentals,Sally,1,177,2209,,2209,
13324,Mumford & Sons,Hot Gates,1,86,2209,,2209,
13325,Kygo,Oasis,1,139,2209,,2209,
13326,两个女生,啄木鸟,1,183,2208,,2208,
13327,Emma Wu,Sugar Rush,1,148,2208,,2208,
13328,Khalil Fong,Flow,1,178,2207,,2207,
13329,Timeflies,All The Way,2,108,1105,,2206,
13330,Sezairi,Fire To The Floor,1,188,2206,,2206,
13331,Pet Shop Boys,The Pop Kids,1,140,2204,,2204,
13332,Kelly Clarkson,I Had A Dream,1,67,2204,,2204,
13333,Cash Cash,Hero,1,193,2203,,2203,
13334,Jolin Tsai,今天妳要嫁給我,1,47,2202,,2202,
13335,AC/DC,Highway to Hell,1,103,2202,,2202,
13336,Kanye West,Highlights,1,169,2202,,2202,
13337,中國娃娃,小媳婦回娘家,1,192,2202,,2202,
13338,Niko Sun,晃著晃著就老了,1,126,2201,,2201,
13339,Steve Chou,不安的靈魂,1,51,2201,,2201,
13340,2NB,Fall's winds,1,170,2201,,2201,
13341,林依晨,孤單北半球,1,139,2200,,2200,
13342,Y,LOVE PAIN,1,179,2199,,2199,
13343,Greg Holden,Hold on Tight,1,132,2197,,2197,
13344,Kylie Minogue,At Christmas,1,189,2197,,2197,
13345,Wiz Khalifa,Promises,1,49,2196,,2196,
13346,EXID,I Know,1,161,2195,,2195,
13347,Imagine Dragons,It Comes Back To You,1,72,2194,,2194,
13348,Demi Lovato,Stone Cold,1,104,2194,,2194,
13349,Nickelback,Dirty Laundry,1,167,2193,,2193,
13350,Jolin Tsai,假裝,1,182,2193,,2193,
13351,Dan + Shay,From the Ground Up,1,133,2191,,2191,
13352,Gucci Mane,Guwop Home,1,176,2190,,2190,
13353,Jeff Chang,想著你的感覺 / 讓我跟你走,1,171,2190,,2190,
13354,Claire Kuo,下一個天亮,1,151,2188,,2188,
13355,Christopher,Call Your Girlfriend,1,127,2187,,2187,
13356,Phil Chang,趁早,1,172,2186,,2186,
13357,Rainie Yang,缺氧,1,174,2185,,2185,
13358,Pitbull,Culo,1,43,2184,,2184,
13359,Rita Ora,Your Song,1,186,2184,,2184,
13360,Kings of Convenience,Homesick,2,182,1104,,2181,
13361,Passenger,Let Her Go,1,126,2181,,2181,
13362,Olly Murs,Dear Darlin',1,141,2178,,2178,
13363,Senhuai,自己說,1,155,2178,,2178,
13364,Block B,BASTARZ,1,175,2178,,2178,
13365,Kelly Yu,愛我的人,1,57,2175,,2175,
13366,EXO,Sing For You,1,106,2175,,2175,
13367,Olly Murs,Stevie Knows,1,155,2174,,2174,
13368,Sixpence None The Richer,Kiss Me,1,76,2174,,2174,
13369,M Shang Xue Yuan M 商学院,财神到 (Ft.张总),1,195,2171,,2171,
13370,RYEOWOOK,어린왕자 The Little Prince,1,187,2168,,2168,
13371,JJ Lin,當你,1,174,2168,,2168,
13372,Metallica,Moth Into Flame,1,151,2166,,2166,
13373,The Rescues,Break Me Out,1,195,2166,,2166,
13374,Idina Menzel,Let It Go,2,132,1148,,2165,
13375,Jeff Chang,別怕我傷心,1,154,2164,,2164,
13376,Summer Lei,明朗俱樂部,1,122,2163,,2163,
13377,Imagine Dragons,Dream,1,75,2160,,2160,
13378,JOSEPH,SOS (Overboard),1,178,2158,,2158,
13379,OH MY GIRL,Listen to my word(A,1,177,2158,,2158,
13380,Joanna Wang,當我點頭時,1,80,2156,,2156,
13381,USHER,"Champions (from the Motion Picture ""Hands Of Stone"")",1,172,2155,,2155,
13382,Leonard Cohen,You Want It Darker,1,188,2155,,2155,
13383,Kav Verhouzer,Good When We're Together,1,163,2153,,2153,
13384,Alvaro Soler,Animal,1,196,2153,,2153,
13385,Redfoo,Where The Sun Goes,1,123,2153,,2153,
13386,William Chan,Love! Love! Aloha!,1,190,2153,,2153,
13387,楊培安,說好各走五十步,1,95,2152,,2152,
13388,Ella Henderson,Pieces,1,73,2152,,2152,
13389,李洛洋,絕不低頭,1,186,2152,,2152,
13390,Akon,Hypnotized,1,190,2152,,2152,
13391,Elephant Gym,春雨(Sampling:陰天),1,197,2151,,2151,
13392,LABOUM,Ding Dong,1,174,2150,,2150,
13393,蘇瓦那與CMO樂團,奇拉雅善 Cilangasan,1,161,2149,,2149,
13394,Junkie XL,Brothers In Arms,1,87,2147,,2147,
13395,MICappella,One of These Days,1,146,2146,,2146,
13396,Tiger Hu,空位,1,180,2146,,2146,
13397,Bright Light Bright Light,Everything I Ever Wanted,1,170,2144,,2144,
13398,Tame Impala,Beverly Laurel,1,177,2143,,2143,
13399,GROUPLOVE,Naked Kids,2,166,1108,,2143,
13400,Steve Chou,坐看雲起時,1,53,2140,,2140,
13401,Pentatonix,"O Come, All Ye Faithful",1,189,2136,,2136,
13402,Jasmine Thompson,Send My Love (To Your New Lover),1,156,2133,,2133,
13403,John Legend,All of Me (Tiësto's Birthday Treatment Remix),2,109,1100,,2132,
13404,Benny Benassi,Paradise,1,177,2132,,2132,
13405,Seo In Guk,Love In The Air,1,174,2132,,2132,
13406,Darin,F Your Love,1,170,2131,,2131,
13407,Karen Mok,你給我多少時間,1,173,2130,,2130,
13408,Christine Fan,那個早晨,1,146,2130,,2130,
13409,Perfume,Pick Me Up,1,182,2128,,2128,
13410,Alesso,Scars,1,83,2126,,2126,
13411,陳威全,全是愛,1,149,2126,,2126,
13412,Wu Bai,少年吔安啦,1,139,2123,,2123,
13413,Andrea Bocelli,Cheek To Cheek,1,163,2123,,2123,
13414,Boyce Avenue,Be Somebody,1,179,2123,,2123,
13415,那英,一笑而過,1,175,2122,,2122,
13416,Lee Hyun,You Are Love,1,179,2122,,2122,
13417,Selena Gomez,Come & Get It,1,56,2122,,2122,
13418,Kit Chan,他不适合你,1,186,2120,,2120,
13419,Mike Posner,I Took A Pill In Ibiza,1,187,2120,,2120,
13420,CeeLo Green,Forget You,1,155,2120,,2120,
13421,高勝美,千年等一回,1,156,2119,,2119,
13422,Tom Odell,True Colours,1,159,2119,,2119,
13423,Miranda Lambert,Keeper of the Flame,1,179,2119,,2119,
13424,Lenka,Unique,1,122,2119,,2119,
13425,Joanna Wang,這不是很令人興奮嗎?,1,193,2115,,2115,
13426,Fang Wu,這感覺,1,169,2115,,2115,
13427,Standing Egg,Non Sweet Girl,1,149,2114,,2114,
13428,HyunA,U & Me,1,156,2112,,2112,
13429,Wiz Khalifa,Go Hard or Go Home,2,153,1058,,2112,
13430,The Tallest Man On Earth,Dark Bird Is Home,1,184,2111,,2111,
13431,5 Seconds of Summer,Good Girls,1,44,2109,,2109,
13432,The Corrs,Bring On The Night,1,166,2109,,2109,
13433,Drunken Masters,Louder,1,195,2105,,2105,
13434,J. Cole,Immortal,1,169,2104,,2104,
13435,Jun Xu,來自世界的晚安,1,177,2103,,2103,
13436,Stefanie Sun,原來你什麼都不要,1,179,2103,,2103,
13437,Kana Nishino,No.1,1,187,2101,,2101,
13438,Death Cab for Cutie,The Ghosts Of Beverly Drive,1,164,2100,,2100,
13439,The Beatles,Something,1,166,2099,,2099,
13440,Shirley Bassey,Goldfinger,1,165,2099,,2099,
13441,MURMURSHOW,驕傲地愛著,1,164,2095,,2095,
13442,Tanya Chua,先生有事嗎?,1,161,2095,,2095,
13443,How To Dress Well,Can’t You Tell,1,164,2094,,2094,
13444,Standing Egg,123!!,1,180,2094,,2094,
13445,Park Hyo Shin,Home,1,193,2093,,2093,
13446,Josef Salvat,Paradise,1,151,2092,,2092,
13447,Van Ness Wu,我討厭我自己,1,186,2091,,2091,
13448,Placebo,Jesus' Son,1,180,2090,,2090,
13449,AlunaGeorge,Mediator,1,187,2086,,2086,
13450,SHINee,Dream Girl,1,152,2085,,2085,
13451,LUNA,그대만 살아서 Only You,1,152,2084,,2084,
13452,Amber An,靚仔,1,187,2083,,2083,
13453,Khalil Fong,Singalongsong,1,184,2082,,2082,
13454,Summer Lei,Into the Deep,1,132,2082,,2082,
13455,Lenka,Free,1,127,2080,,2080,
13456,LUNA SEA,I for You,1,153,2080,,2080,
13457,Galileo Galilei,Bed,1,153,2080,,2080,
13458,Colbie Caillat,Goldmine,1,184,2079,,2079,
13459,Liang Zi,刚刚好,1,182,2079,,2079,
13460,Selena Gomez & The Scene,Love You Like A Love Song,1,58,2077,,2077,
13461,SoMo,Bad Chick,1,141,2077,,2077,
13462,Conor Maynard,Crash,1,153,2076,,2076,
13463,Gary Chaw,美麗人生,1,172,2076,,2076,
13464,頑童Mj116,超級酷,1,136,2072,,2072,
13465,Jam Hsiao,我不會愛 (洛克先生Live版),1,181,2071,,2071,
13466,Hanhae,I Used To,1,179,2070,,2070,
13467,flumpool,Natsuyotomenaide ~ Yu A Romantikku ~,1,154,2070,,2070,
13468,Ne,Yo,1,178,2069,,2069,
13469,賴雅妍,I'm OK,1,156,2067,,2067,
13470,Lianne La Havas,Green & Gold,1,147,2067,,2067,
13471,Sufjan Stevens,To Be Alone With You,1,140,2067,,2067,
13472,Big Gigantic,Good Times Roll,1,137,2066,,2066,
13473,10CM,봄이 좋냐?? What The Spring??,1,151,2064,,2064,
13474,Garrison Starr,Little Lonely Girl,2,184,1037,,2064,
13475,Jason Zhang,浮誅,1,183,2063,,2063,
13476,Della,敢愛敢當,1,166,2063,,2063,
13477,Gallant,Talking To Myself,1,179,2063,,2063,
13478,Silence Wang,有點甜,1,176,2061,,2061,
13479,I.O.I,Hand In Hand (inst),1,184,2059,,2059,
13480,Dizzy Dizzo,Unrequited Love,1,38,2056,,2056,
13481,Feng Ze,有人在嗎,1,199,2055,,2055,
13482,Jam Hsiao,你,1,198,2055,,2055,
13483,Kina Grannis,I Was Made For Loving You / Please Don't Say You Love Me,1,141,2054,,2054,
13484,吳是閎,別對我溫柔,1,193,2053,,2053,
13485,Neon Indian,Annie,1,174,2053,,2053,
13486,Kim Feel,If I Live Again,1,177,2051,,2051,
13487,ROMEO,Treasure,1,183,2050,,2050,
13488,Kelly Clarkson,Tightrope,1,77,2049,,2049,
13489,Ronald Cheng,別愛我,1,181,2048,,2048,
13490,Nina Simone,"To Be Young, Gifted and Black",1,180,2047,,2047,
13491,Cœur De Pirate,Carry On,1,143,2045,,2045,
13492,Kyary Pamyu Pamyu,最&高,1,174,2043,,2043,
13493,The Goo Goo Dolls,The Pin,1,175,2042,,2042,
13494,All Time Low,Take Cover,1,192,2038,,2038,
13495,Jeric,現實超人,1,138,2038,,2038,
13496,Metallica,Hardwired,1,185,2037,,2037,
13497,Young Money,Trophies,1,184,2036,,2036,
13498,Soo Wincci,分手的慶功,1,187,2035,,2035,
13499,XYconstant,Silverlined,1,136,2034,,2034,
13500,James Vincent McMorrow,Higher Love,2,129,1030,,2034,
13501,Mumford & Sons,Tompkins Square Park,1,98,2032,,2032,
13502,Craig David,Ain't Giving Up,1,176,2032,,2032,
13503,Julia Peng,現在的我,1,186,2032,,2032,
13504,Jolin Tsai,非賣品,1,182,2031,,2031,
13505,Adele,Daydreamer,1,172,2031,,2031,
13506,VIXX,Dynamite,1,177,2030,,2030,
13507,Juicy J,Where The Justice At,1,175,2030,,2030,
13508,Kimberley Chen,Good Girl 趕快愛,1,170,2029,,2029,
13509,U2,Every Breaking Wave,1,55,2028,,2028,
13510,Zhao Chuan,當初應該愛你,1,194,2028,,2028,
13511,JONGHYUN,좋아 She is,1,164,2027,,2027,
13512,Conrad Sewell,Neighborhood,1,179,2025,,2025,
13513,MAX,Wrong,1,165,2024,,2024,
13514,We Are Scientists,Too Late,1,179,2024,,2024,
13515,Ken Chu,Here We Are,1,169,2023,,2023,
13516,Zac Brown Band,Mango Tree,1,180,2022,,2022,
13517,Kelly Yu,女孩愛上電吉他,1,60,2022,,2022,
13518,脫拉庫,人工衛星導航,1,153,2022,,2022,
13519,Rennie Wang,新的舊的,1,183,2021,,2021,
13520,Summer Lei,寫給雨天的歌,1,144,2020,,2020,
13521,Martin Solveig,Boys & Girls,1,178,2020,,2020,
13522,Halsey,Colors,1,181,2019,,2019,
13523,Elva Hsiao,我們多久沒牽手,1,192,2017,,2017,
13524,The Platters,Christmas Time,1,79,2017,,2017,
13525,RKCB,Daydreaming (Virtu Remix),1,179,2017,,2017,
13526,Felix Mendelssohn,"Lied Ohne Worte, Op. 109",1,174,2017,,2017,
13527,Victor Wong,隨時都在,1,126,2016,,2016,
13528,OneRepublic,Oh My My,1,169,2016,,2016,
13529,sodagreen,飛魚,1,148,2016,,2016,
13530,Tove Lo,Lady Wood,1,187,2016,,2016,
13531,Aska Yang,天燈,1,188,2015,,2015,
13532,The Oh Hellos,Cold Is The Night,1,127,2013,,2013,
13533,Kimberley Chen,Over the Moon,1,139,2012,,2012,
13534,Jane Huang,花漾,1,158,2010,,2010,
13535,Pitbull,Give Me Everything,1,44,2009,,2009,
13536,Matzka,大叔,1,189,2008,,2008,
13537,Vic Chou,Make A Wish,1,195,2007,,2007,
13538,Rod Stewart,The Killing of Georgie (Pt. I and II),1,185,2007,,2007,
13539,Dimitri Vegas & Like Mike,Hey Baby,1,195,2007,,2007,
13540,Wolfgang Amadeus Mozart,"Piano Concerto No. 24 in C Minor, K. 491: I. Allegro",1,52,2006,,2006,
13541,Joshua Radin,Only You,1,85,2006,,2006,
13542,施易男,好久不見的你,1,198,2005,,2005,
13543,Dizzy Dizzo,Won't Hold Back,1,39,2004,,2004,
